val_mse,val_mae,lr,epoch,step,test_mse,test_mae
0.986845850944519,0.6994936466217041,0.001000000978820026,0,527,,
0.9601767659187317,0.7054704427719116,0.001000000978820026,1,1055,,
0.9612510800361633,0.7003940939903259,0.001000000978820026,2,1583,,
0.9362202882766724,0.6732993721961975,0.001000000978820026,3,2111,,
0.9829694032669067,0.6862548589706421,0.001000000978820026,4,2639,,
0.9916629195213318,0.7005408406257629,0.001000000978820026,5,3167,,
0.9577026963233948,0.6886481046676636,0.000500000489410013,6,3695,,
0.9640246033668518,0.6871675848960876,0.000500000489410013,7,4223,,
0.9874914884567261,0.6979219913482666,0.0002500002447050065,8,4751,,
0.986515462398529,0.6955323219299316,0.0002500002447050065,9,5279,,
0.9933983683586121,0.697860836982727,0.00012500012235250324,10,5807,,
0.9946887493133545,0.6970100998878479,0.00012500012235250324,11,6335,,
0.9899613857269287,0.6943662762641907,6.250006117625162e-05,12,6863,,
0.9990441203117371,0.6978130340576172,6.250006117625162e-05,13,7391,,
,,,14,7392,0.7228307127952576,0.6159697771072388
