val_mse,val_mae,lr,epoch,step,test_mse,test_mae
0.9551560878753662,0.6760447025299072,0.001000000978820026,0,527,,
0.9783150553703308,0.686873733997345,0.001000000978820026,1,1055,,
0.988903284072876,0.6885875463485718,0.001000000978820026,2,1583,,
0.9818463325500488,0.6792145371437073,0.000500000489410013,3,2111,,
0.9960610270500183,0.6938555836677551,0.000500000489410013,4,2639,,
1.0135833024978638,0.6965717077255249,0.0002500002447050065,5,3167,,
1.0098844766616821,0.6926180124282837,0.0002500002447050065,6,3695,,
1.0188665390014648,0.6975221037864685,0.00012500012235250324,7,4223,,
1.0202531814575195,0.698480486869812,0.00012500012235250324,8,4751,,
1.0310111045837402,0.7006384134292603,6.250006117625162e-05,9,5279,,
1.0310626029968262,0.6998464465141296,6.250006117625162e-05,10,5807,,
,,,11,5808,0.6545630097389221,0.5732263326644897
